Date,Open,High,Low,Close,Volume,Product
1549904400,395024.09,395441,395004.75,395167.9999,37.7447381,5
1549904520,394983.38,394989.74,394840.13,394986.74005,7.65977082,5
1549904580,394980.39,395091.44,394913.71,395021.1,10.57381774,5
1549904640,395021.1,395045.65,394892.57,394892.57,8.01423404,5
1549904700,394975.12,394975.12,394655,394907.99998,32.60000032,5
1549904820,394759.73,394891,394713.27,394891,15.17465098,5
1549904880,394878.47,394943.08,394779.44001,394798.33,4.64028216,5
1549904940,394782.44,394820,394744.14,394773,3.16290202,5
1549905000,394753,394897.28,394739.74,394877,6.92224376,5
1549905060,394910,394931.34,394799,394851,5.48275048,5
1549905120,394831,394871,394785.26,394785.26,2.216748,5
1549905180,394787.26,394903,394746.36,394850.3,10.94112026,5
1549905240,394780.58,394899.94,394675.26,394675.26,10.37251242,5
1549905360,395068,395286,394926.55,395286,16.98779252,5
1549905420,395219.74006,395370,395206.02995,395361.77,13.95344772,5
1549905480,395371,395371,395267.05001,395267.75,2.83901864,5
1549905540,395267.74997,395476.03,395267.74997,395353.22,7.3565155,5
1549905660,395776.99,395776.99,395368,395472.19,33.50968322,5
1549905720,395478.19,395584.71,395368.99997,395464.01,30.23948728,5
1549905840,395313.99997,395415,395106.99997,395223,26.57248478,5
1549905900,395191,395245.08995,395098.01,395218.94,3.30916414,5
1549905960,395233.99,395302.46,395124.08,395274.88,5.16482548,5
1549906020,395266,395276.55,395093.49,395099.26,5.74103456,5
1549906080,395123,395190.31,395113,395175,2.4569926,5
1549906200,395235.74,395235.74,395112.99995,395149,7.28662044,5
1549906260,395129,395345.88889,395114.81,395281.35,13.63207694,5
1549906320,395281.35,395297.86,395136,395198.83689,5.61989478,5
1549906380,395178,395212.22999,395150,395150,2.00265466,5
1549906440,395159,395180.99999,394894,394956.95,8.74325914,5
1549906500,394897.95,394984.12,394884.76,394966,7.31567912,5
1549906560,394943.58,394984,394886,394932.74,8.22953954,5
1549906620,394938.54,395202.84,394938.54,395199.84,21.25123498,5
1549906680,395203.48,395274.76,395057,395102.74,18.99820912,5
1549906740,395063,395165.8,395053,395134.95,4.91718626,5
1549906800,395100,395142.51,395100,395142.51,1.9086,5
1549906860,395106,395164,395072.08,395145.1,5.123398,5
1549906920,395115.03,395177.61,395106.03,395177.61,2.13092602,5
1549906980,395179.72,395247.1,395135.01,395240.00005,6.5006341,5
1549907040,395222.02,395222.02,395149,395208.98999,5.63172408,5
1549907100,395183.75,395269.65005,395107,395174.6,14.11561626,5
1549907160,395153,395358.11,395102,395339.56,29.8709544,5
1549907220,395302.74,395622.17,395292,395618.8695,28.50594036,5
1549907280,395622.9,395728.36778,395581,395588.29,31.96360164,5
1549907340,395586,395635.99,395511.16995,395591.01,14.91707116,5
1549907640,395962.66,396134,395918.07,395928.98,13.79937394,5
1549907700,395948,395974,395888,395929.04,11.49928502,5
1549907760,395968.76,396004.23,395778.04,395810.885,31.0943542,5
1549907820,395802.74,395802.74,395653,395695.05939,5.4426012,5
1549907880,395681,395681,395570,395671.26,18.20032956,5
1549907940,395571.26,395763,395570,395654,10.95833712,5
1549908000,395633,396002.33,395613.5,395797,31.09879516,5
1549908060,395842,395842,395702.93,395751,18.04546872,5
1549908120,395713,395730.29,395687.99,395698.23,2.3883102,5
1549908180,395695.23,395715,395374.49,395479.98,27.7065683,5
1549908240,395447.68,395561.16,395416.10995,395416.10995,11.85778402,5
1549908300,395413.01,395502.9,395373.67,395502.9,10.01637704,5
1549908420,395473.73433,395544.815,395387.48999,395387.48999,11.37900912,5
1549908480,395387.48999,395492.28,395331.71,395398,17.79302552,5
1549908540,395400.14,395406.14,395317.14,395359.49,20.76067196,5
1549908600,395355.89,395503,395293,395503,27.48021478,5
1549908720,395441.66,395517.75,395421.6,395471,6.47776586,5
1549908780,395451,395524.26,395446.79001,395506.99,7.9670373,5
1549908840,395507,395692.99,395460,395682.16397,16.14874724,5
1549908900,395692.98,395756.23,395665.01,395707,6.63113374,5
1549908960,395727.99,395766.24,395476.27,395476.27,25.59698762,5
1549909020,395463.69,395476.27,395384,395476.27,10.35336714,5
1549909080,395454.1,395494.99999,395402.04,395426.01,12.64676064,5
1549909140,395400,395469.01,395309,395411.44,16.05691352,5
1549909260,395669.99,395696.3,395526.9,395553,17.55512738,5
1549909320,395594.27,395944,395561,395714.6,51.61263784,5
1549909440,395756,395912.99,395669.97,395712,15.50086648,5
1549909500,395741,395745.99,395598,395632.02,9.63633888,5
1549909680,395633.33,395633.33,395525.92,395525.92,22.76036204,5
1549909740,395520,395620.06,395366.76,395404,23.91111452,5
1549909800,395419.99999,395419.99999,395264,395303,8.396032,5
1549909860,395346,395350.35,395183.1314,395262.01,5.9545882,5
1549909920,395279.26,395294.47999,395220,395248,0.7064692,5
1549909980,395248,395334,395231.00995,395252,6.92142622,5
1549910040,395252,395287.635,395224,395285.3,5.65273556,5
1549910100,395266.46,395354.5,395266.46,395334,6.65521362,5
1549910160,395369,395442,395351,395420.59,10.65882124,5
1549910220,395429.91,395464,395405,395450.99,4.87939908,5
1549910280,395479,395914,395398.5,395886,37.57178856,5
1549910340,395703.26368,395914,395572,395912,45.3785284,5
1549910400,395915,395947.74005,395761.56,395913.18,12.78508216,5
1549910460,395925.41,395951,395808,395906.5,12.73696586,5
1549910520,395920,396113.68,395920,396069.4,38.3113306,5
1549910580,396067.4,396071.99,395870,395988.47,12.10674588,5
1549910640,395981,396076.4,395914.58,396073.99005,13.3774146,5
1549910700,396073.99,396125,396040.72,396070,10.5873004,5
1549910760,396090,396100.98,396035,396061,3.4626771,5
1549910820,396060.99,396060.99,395986.12,396030,3.85947424,5
1549910880,396049.99,396065.99,395946.6,396010,6.44213258,5
1549910940,395991,396003.23,395743,395743,33.47677648,5
1549911000,395771,395803.12,395742,395767,3.18615558,5
1549911060,395766.01,395875,395758.94998,395875,15.06723392,5
1549911120,395845.86,395897.23581,395835.02,395887.99,4.51218522,5
1549911180,395887.99,395894,395817.26,395894,10.2028282,5
1549911240,395880.26,395940.47,395880.26,395937.5,1.04180818,5
1549911300,395918,395931,395856.06,395867.87752,2.07082824,5
1549911360,395924,395933,395808,395844.26,6.25037478,5
1549911420,395810.45,395854.61,395564,395656.57,39.88562942,5
1549911600,395759.71,395802.99,395688.26,395732.69745,17.20908922,5
1549911660,395743,395762.6825,395688.72,395688.72001,3.71109592,5
1549911720,395724,395743.95,395555,395604.53,29.93539044,5
1549911780,395611.55,395686,395609,395665,6.6791491,5
1549911840,395665,395685.96,395634.39,395634.39,0.67800004,5
1549911900,395633.37002,395660,395605,395630,1.90506146,5
1549911960,395630,395650.98,395579.94,395579.94,1.93774826,5
1549912020,395608.99,395671.25,395579,395631.99788,3.54130752,5
1549912080,395670.89,395789.84,395611,395779.6,18.65037888,5
1549912140,395781.82,395848.73005,395761.5,395834.43006,5.886281,5
1549912200,395840.74,395897.87,395811,395811,4.81537134,5
1549912260,395811,395861.95,395792.46,395792.46,2.24147426,5
1549912320,395774.69001,395851.78,395770,395770.00001,6.09936616,5
1549912380,395770.00001,395987.28,395739.81,395904.86,22.84738094,5
1549912440,395882,395954.99,395838.12,395929.99,3.13732906,5
1549912740,396094.87,396312.47,395954.92,396177,36.79416272,5
1549912800,396187.13,396187.13,396017.09,396128.98,7.63896642,5
1549912860,396128.98,396136.01,396097,396133.02,1.95671128,5
1549912920,396137,396271.44,396087,396199,9.875317,5
1549913100,396323.28,396371.01,396290.99,396357,10.86022436,5
1549913160,396353,396486.88,396332.26,396486.88,15.14899204,5
1549913280,396433,396480.1,396349.7,396349.7,15.85215,5
1549913340,396349.7,396479,396317,396447.43,51.86095538,5
1549913400,396440,396515,396391.95,396495,14.01622398,5
1549913460,396515,396618.43,396421.6,396482.8,21.8636213,5
1549913520,396478,396550.85999,396478,396528.99,5.73006454,5
1549913580,396551.87,396717.51,396414,396439.24578,35.4257843,5
1549913640,396520,396625.92,396338,396591.02,20.4497635,5
1549913700,396579.32,396607.64,396543,396565,21.93235182,5
1549914000,396349.18,396409.99,396269.48,396393,12.34392164,5
1549914060,396373,396376.01,396290.38995,396290.38995,8.1183464,5
1549914240,396235.00005,396460,396120.24,396131.3,36.7324055,5
1549914300,396120.24,396147,395948,396036.78995,15.6591349,5
1549914360,396019,396071.98,395958.01,396002.11,4.8473646,5
1549914420,395959.99995,396023.415,395928.30995,396003,3.16384538,5
1549914480,396027,396210.3,396008,396094.75,11.25289718,5
1549914540,396166,396412.75,396089.74,396328.13,21.0922444,5
1549914600,396356,396356,396230.33,396341.6,6.14962808,5
1549914660,396354.33,396427,396097.60001,396356.67,30.02101264,5
1549914900,396404.91392,396505,396312.44,396450,26.678426,5
1549914960,396430,396430,396265.26,396348,12.84598618,5
1549915020,396290.01,396370.4,396162.66,396341,17.90071102,5
1549915080,396369.4,396370.4,396273,396273,8.3222337,5
1549915140,396273,396473.15999,396067,396470.16,48.3708875,5
1549915260,396439.03,396900,396387,396730.4,48.78906278,5
1549915320,396763.56,396867.73599,396483.26,396489.26,34.93889298,5
1549915380,396505.86,396557.26,396172.32,396495,46.91047958,5
1549915500,396564,396691.93,396476,396676,13.02657128,5
1549915560,396695,396800.25,396645.05,396720.05,15.3264026,5
1549915620,396712.69,396882.24175,396683.6,396859,27.60005206,5
1549915740,396908.28,396919.99,396634.32262,396660,18.8454227,5
1549915800,396660,396771.14,396519.74,396620,19.51072994,5
1549915920,396331,396435.32,396188.16,396352.9,32.7498944,5
1549915980,396352.9,396475.91,396290.51,396381,25.2129399,5
1549916040,396413,396609.91282,396413,396539.45605,17.05277368,5
1549916100,396552.97,396650.32612,396320.57995,396617,30.53591184,5
1549916160,396554.95052,396620,396481.63,396571,10.5889439,5
1549916220,396554.02985,396599.01,396433.26,396480,9.58359082,5
1549916280,396469,396521,396450.14,396519.89,4.8013147,5
1549916340,396523.92,396545,396480.8,396489.99,8.45503568,5
1549916460,396391.87,396555,396307,396555,20.60801836,5
1549916520,396556,396776,396556,396771,8.76985028,5
1549916580,396722,396769.99999,396490,396554.74,20.63552026,5
1549916640,396497.76,396497.76,396347.41679,396437,9.41953082,5
1549916700,396435,396511.5,396435,396511.5,2.53501216,5
1549916760,396511.15,396573,396511.15,396573,3.60940906,5
1549916820,396593.66,396671,396566,396622.6,14.99444802,5
1549916880,396626,396659.99,396410,396578,51.87109356,5
1549917060,396345.7,396458,396325,396394.74,12.6737502,5
1549917120,396417.97,396496.88,396397.76,396445,8.4804402,5
1549917180,396442,396516.01,396437.39689,396516.01,3.93952744,5
1549917240,396486.75,396486.75,396401.56,396417,7.86282276,5
1549917300,396455.43,396572.42999,396415,396444.42999,12.3157528,5
1549917360,396463,396624.48,396463,396606,12.03583334,5
1549917480,396425.42772,396598.42,396398.94,396553,10.90919712,5
1549917540,396578,396598.42,396440,396489,10.24914468,5
1549917600,396495.01,396549.6942,396493,396549.6942,2.962,5
1549917660,396537.96,396636,396480,396636,14.35882292,5
1549917780,396433.2,396480.38,396348,396348,26.80484122,5
1549917840,396348,396392.77,396348,396380,2.24,5
1549917900,396348,396443.66,396252,396413,39.30105682,5
1549917960,396400,396511.33,396380,396479.32,6.95117004,5
1549918020,396468,396628.56,396468,396524.59,14.02910174,5
1549918080,396514.37,396523,396323.53,396331.28,15.76261134,5
1549918140,396322.89,396322.89,396012,396012,41.96293582,5
1549918200,396033.99,396184.27,395938,396118,19.39573462,5
1549918260,396097,396097,395634.06,395838,60.26113876,5
1549918320,395858,395978.03,395689.01,395856.41,37.88873638,5
1549918380,395857.51005,395871,395686.27,395686.27,19.91563556,5
1549918560,395682,395881.78494,395650,395855.44,82.58414126,5
1549918620,395861,396059.99,395861,396005.74,56.9049271,5
1549918680,396004,396004,395867,395885.92,18.62560142,5
1549918740,395878,396142.42,395866,396087.51963,10.42630282,5
1549918800,396087.51963,396146,395980.09,396028.24005,21.78588632,5
1549919040,395573,395895,395570,395625,36.82380896,5
1549919100,395625,396108.43,395597,395975.45365,56.9772883,5
1549919160,395968.34319,396102.88,395508.85,395701.74,51.47256202,5
1549919220,395691,395876,395603.5,395876,17.93488418,5
1549919280,395877,396067.74,395859.99995,395889.99995,17.8889469,5
1549919400,396010.41,396035.55,395796.24,395874,6.81252892,5
1549919460,395883.71,395956.45,395863,395944.42,1.32174314,5
1549919520,395890,396055.45,395890,396005,7.61850452,5
1549919580,396066.72,396108.43,396020,396036,6.55298192,5
1549919640,396035.02001,396070.99005,395781.5,395781.5,20.75274244,5
1549919700,395775,395914.11,395743.65,395850,10.06653778,5
1549919760,395846.89,396024.95,395820.11,395995.65,13.23417166,5
1549919820,395963.68,396016,395932,395951.22,6.6244,5
1549919880,396004.07,396015.28,395926.01,395975,6.26608196,5
1549919940,395997.99,395997.99,395933,395978.53,5.20822996,5
1549920000,395951.55,395993.98,395940,395980,3.59780026,5
1549920060,395973.96,395984.99,395858.955,395858.955,16.86319596,5
1549920120,395893,395901.99995,395782.33,395872,14.48684734,5
1549920180,395886,396065.16,395871.71,395880,26.38743364,5
1549920300,395845.76,395867.16,395779,395830,7.65212354,5
1549920360,395838.99,395896.97,395818.05,395896.97,3.61277436,5
1549920420,395886.97,395906.3,395804.45,395819.91,11.84280356,5
1549920480,395826.29,395908,395427,395600.26,66.69597014,5
1549920600,395723,395792.3325,395703,395735.38,9.21583076,5
1549920660,395743,395815,395634.12,395634.12,14.31442672,5
1549920720,395650.29,395723,395473,395674.73,44.63292946,5
1549920780,395659.94,395782,395628.25,395750,7.53099392,5
1549920840,395777.99,395778,395719.01,395734,3.198,5
1549920900,395772,395772,395705,395743.66,2.05779162,5
1549920960,395743,396026.61,395683,396025.99,44.03621656,5
1549921020,396040,396149,395992.42602,396123,25.11887234,5
1549921080,396148.99,396225.705,396081,396114.62,16.77879536,5
1549921140,396146.99,396179,396092.7,396179,2.45418054,5
1549921440,395477,395561.911,395470.049,395531.7,4.42403784,5
1549921500,395561.82,395561.82,395242,395285.53629,41.18391958,5
1549921620,395518,395591.88,395511,395550.02,6.220558,5
1549921680,395590.87,395590.87,395480.99,395560.99,8.31476774,5
1549921740,395555,395581.23,395443.32,395580.22,24.19389256,5
1549921800,395587.88,395768.22,395560.22,395606.21,46.78637754,5
1549921860,395606.23,395613.99,395231.02,395421,34.64509074,5
1549921920,395353,395437.74,395277,395426.74,9.62797824,5
1549921980,395440,395460,395385,395411,4.95007336,5
1549922040,395413.83,395468.19,395368.74,395438.19,12.5565896,5
1549922100,395432.19,395477.74,395125,395152.48,28.53263544,5
1549922160,395202.38,395202.38,395202.38,395202.38,0.016,5
1549922760,395266.13999,395414,395134.41825,395284,39.10589444,5
1549922820,395365,395441,395015.01,395190,62.58747912,5
1549922940,395207,395227,395011.48,395018.8575,18.03452068,5
1549923000,395011.48,395151.92902,394930,395100.01005,24.4124286,5
1549923060,395067.31,395164.99,395005.27,395091,7.6862077,5
1549923300,395709,395869,395644.5,395736.88,21.2036279,5
1549923360,395736.88,395842,395695.43,395817.99,8.76603228,5
1549923600,395819,395950.14,395757.16,395950.14,4.75243106,5
1549923660,395942,396043,395942,396023.22,9.25522926,5
1549923720,395981.29,396073.14,395981.29,395988.14,5.32997328,5
1549923780,395994,396142,395975,396142,19.48500966,5
1549923840,396026.23,396156,396016.00001,396080,7.70407594,5
1549923900,396080,396203,396041.12191,396047.24,12.10550004,5
1549923960,396086,396121,396050,396066.39,5.81520546,5
1549924020,396080,396120.25,395993.28,395993.28,14.34721426,5
1549924080,395980.35,396039,395931.25,395968.44,22.8897465,5
1549924140,395956.77,395989.09,395891.2,395947.09,8.30970438,5
1549924200,395947.09,395954.06,395848,395848,1.95704448,5
1549924260,395846,395881.26,395807.63528,395860,4.02284938,5
1549924320,395863,395863,395699,395714,6.72916996,5
1549924380,395742,395757.6,395624.14,395663.60252,4.21512124,5
1549924560,395616.29,395721.58602,395566,395674.65,13.83042534,5
1549924620,395660.67,395665.33,395576.2,395579.83,11.96536988,5
1549924680,395585.54,395706,395550,395671.57,9.64013976,5
1549924800,395907.73,396189.02,395901.89,396155.37,36.6954386,5
1549924860,396163.25,396407,396163.25,396294.23,25.16954016,5
1549924980,396510,396564.01,396289,396361.23,17.44155516,5
1549925040,396357.02,396359.28,396197.84,396199.84,26.51990264,5
1549925100,396237.74,396319.84001,396199.84,396252.01,8.2851605,5
1549925160,396265.02,396320.73,396215.16,396320.73,5.99228794,5
1549925220,396276.01,396416.945,396276.01,396362.98,5.23587964,5
1549925280,396360.01,396432.73,396351,396377.49,6.21718364,5
1549925340,396375.19,396468,396320.94,396462.24,8.00424928,5
1549925400,396435,396584.99,396435,396564.99,4.31777258,5
1549925460,396586,396612.99,396467.00001,396506.75,12.37848078,5
1549925520,396521,396521,396338.7,396340.982,9.76859734,5
1549925580,396314.75,396359.22,396286,396315,2.90942642,5
1549925640,396290,396330.255,396248.99995,396248.99995,5.05291642,5
1549925700,396243,396251,396169.44,396197,5.52446302,5
1549925760,396200.01,396236,396118,396182.652,11.61132484,5
1549925820,396135.75,396138.52,396025.46885,396063.65,6.60196868,5
1549925880,396060.35,396086,396000,396063,13.00587858,5
1549925940,396087,396110.44,396042.75,396072,10.09106236,5
1549926000,396068.1,396097,396014.01,396037,3.23339284,5
1549926060,396071.99,396105,395826,395884.76,50.05113494,5
1549926120,395866,396096.06,395858,396030.01,20.69918872,5
1549926180,396021.74,396128,395943,395947.75,19.33120852,5
1549926240,395991.7,396043,395855.88,395855.88,13.14127938,5
1549926300,395869.27,395933,395816.02,395834,21.09225382,5
1549926360,395901,395901,395641,395645.01,17.84820558,5
1549926420,395648.31,395654.33,395481.3,395483.17,11.4894214,5
1549926480,395508,395623,395382,395505.01,39.99583282,5
1549926540,395486.87,395763.75,395486.87,395749.75,14.0376905,5
1549926600,395736.01,395824,395673.97001,395778.99,16.31071406,5
1549926660,395744.99,395770,395635.2,395675.59,20.88669342,5
1549926720,395709.88,395837,395657.96,395834.99,11.28086382,5
1549926780,395801,395855.99999,395768,395825.99,5.6754621,5
1549926840,395831,396030.12,395776.44,396022.59,22.26910616,5
1549926900,396029.99,396138.99,395964,396042.47,31.63297214,5
1549927020,395840.81,395840.81,395729,395733,5.84351894,5
1549927080,395710,395740.99995,395647.52406,395685.00224,6.21736924,5
1549927140,395685,395700.86,395583.64,395637.02692,7.36261196,5
1549927200,395635.6,395691.99,395607.25,395647.68995,8.69509638,5
1549927260,395653.99,395771.25,395641,395725,13.34952406,5
1549927380,395766.24142,395891.44999,395766.24142,395860.18921,1.84799378,5
1549927440,395872,395888.16,395720.27,395821.44,21.42009876,5
1549927500,395816,395902,395816,395902,6.27386778,5
1549927560,395879,396002,395874,395964.6,29.19888288,5
1549927620,395927.82,396053,395910,396053,15.2879134,5
1549927680,396019.01,396116,395800,396069.99,35.1614395,5
1549927740,396070.00001,396072.99006,395930.6,395930.6,6.19101908,5
1549927800,395927.6,395927.6,395746.13,395758,21.67620112,5
1549927860,395754.91,395830.88,395704.32,395760.32,11.75195174,5
1549927920,395709.825,395709.825,395608.64,395608.64,2.44604876,5
1549927980,395612.78,395680,395608.63995,395666.11,4.20374538,5
1549928040,395686.66,395692.03,395529.25,395577,21.54258706,5
1549928160,395706.01,395789.5,395651.72,395654.72,15.3926249,5
1549928220,395634.66,395673.72,395515.02,395602.02184,16.25366774,5
1549928340,395352.2941,395465.73995,395212.36,395294.01,34.66026874,5
1549928400,395273.12,395344,395204,395303.73995,20.77077508,5
1549928460,395297,395367.5,395246.68,395247.01,8.7055764,5
1549928520,395252.01,395257.01005,395142.01,395194.50373,8.3020789,5
1549928580,395185.66,395259.25,395152.66,395251,12.0130979,5
1549928640,395222,395361.52,395203.96,395300.01,14.12021412,5
1549928700,395308,395367.99,395256,395287,6.92423384,5
1549928760,395264,395369.05,395264,395351.59,7.37622512,5
1549928940,395355.73,395476,395319.50517,395452,15.61101228,5
1549929000,395425,395549,395357.72,395522,27.78182328,5
1549929060,395549,395740.6,395522.54001,395654.61299,29.38642298,5
1549929120,395730.05,395739,395621.59995,395630,7.35445212,5
1549929240,395626,395678,395542.79,395627.99,24.50461758,5
1549929300,395625.01,395647.83,395555.25,395575.35,13.91797338,5
1549929360,395621,395638.62661,395560,395571,11.054262,5
1549929420,395571.01,395670,395571.01,395624,9.52350458,5
1549929480,395624,395663,395590,395630,6.0625612,5
1549929660,395353,395420,395316.72,395396.97,11.29439162,5
1549929720,395427.04,395514,395370,395401,25.99776724,5
1549929780,395410,395410,395027.19133,395180,27.6795927,5
1549929840,395166.99,395199.99,394746.58,394849.48,63.29073462,5
1549929960,394744.00005,394855.01,394464.17813,394484.63,36.06041056,5
1549930020,394487,394767,394463,394760,21.5047898,5
1549930080,394759.99,394972,394738.99,394935.24,34.25016514,5
1549930200,395151.81016,395230,394895.86,394911.65,24.31765288,5
1549930260,394892.62,394927.02,394500,394679.33,36.62547768,5
1549930500,393419.1,393695,391828,393105.42,210.44368976,5
1549930560,393102.46252,393750.54243,392723,393017.81,134.78145932,5
1549930680,390937,392853,390635,392051.13,269.38364434,5
1549930740,392167,392959.57,392031.25,392439.71,147.71858152,5
1549930800,392375.07,392446.61,391200,391483,137.3769447,5
1549930860,391477.5,391945.52,391239.57,391902.36999,107.86934814,5
1549930920,391863,391987.73,391603.01,391919,41.54238324,5
1549930980,391922.01,392279.34623,391680.84,392101.96,39.68872488,5
1549931040,392030.01,392413,391975.37,392007,32.45077736,5
1549931160,392278.96,392745.55,392216.02,392428,46.80159822,5
1549931220,392474.08,392696.12,392380.96,392696.12,41.91474026,5
1549931280,392668.74,392804.71,392583,392804.71,16.34224816,5
1549931340,392747.54,393183.75,392723,393038.16,32.44162002,5
1549931460,393147.82,393184.74,392601.28,392804.99,36.9714115,5
1549931520,392761,392803.43,392338.81,392338.81,42.00787904,5
1549931580,392411.52,392473,392215,392317.99999,39.64473038,5
1549931640,392344.31,392782.65795,392162.24,392589.2,40.68910626,5
1549931700,392782.65795,393312.90495,392613.75328,393072.9,75.354534,5
1549931940,392879.99995,393107.98,392834.3,393103.99995,15.70961018,5
1549932000,393118.01005,393192,393061.08,393142.75,16.76257584,5
1549932120,392999.37387,393278,392938.12,393278,21.42445138,5
1549932180,393278,393295.26,393172.01,393205.74,9.5920992,5
1549932240,393246.82,393500,393209,393450,19.69339442,5
1549932300,393454,393664,393375.7,393664,39.94820256,5
1549932360,393613.28,393693,393159.71,393371.56,33.1950357,5
1549932420,393371.56,393512,393322,393471.26,8.34247194,5
1549932480,393418.55,393522.74005,393418.19438,393522,6.5842735,5
1549932540,393557.74,393709,393504.86,393596.64,8.91824724,5
1549932600,393667,393780,393594.02,393691,9.57472232,5
1549932660,393675,393713,393571.31,393709,13.04148442,5
1549932720,393700,393781,393438.01,393470.99994,22.49866676,5
1549932780,393437,393466.74,393300,393367.51,38.95152758,5
1549932840,393378,393464.65,393300,393394.87182,24.14846088,5
1549932900,393390.24,393422,393267.57995,393341,6.74683232,5
1549932960,393333.95,393409,393114,393252.56,22.8779692,5
1549933020,393406,393495.42,393131,393333,19.73956334,5
1549933080,393331,393378.99,393217,393217,9.56634574,5
1549933200,393197,393293.09,393186.87995,393271,7.06394676,5
1549933260,393300.75,393300.75,392961.85,393059.01,23.85603114,5
1549933320,393060,393115,393025,393025,10.8466755,5
1549933380,392977,393034.38,392942.25,393030,5.30726278,5
1549933440,393030,393259.22813,393010,393190.70087,23.62972804,5
1549933500,393191.7,393303.71,393130.51,393249.78388,9.86798528,5
1549933560,393178.34,393227.90383,392878,393056,68.6415745,5
1549933620,393078.66999,393078.66999,392843.7,393031.75,45.70608784,5
1549933680,393029.92,393183.98,392942.3,393136,19.09081468,5
1549933740,393156,393164.29,393054.99995,393098.26,11.37924026,5
1549933800,393093,393236,393069.72,393233.86,23.10612522,5
1549933860,393236,393314.16999,393195.02,393297.38,18.57455246,5
1549933920,393271,393456.95201,393228,393447.16,22.12101694,5
1549933980,393343.525,393652,393343.525,393517.84,23.70181266,5
1549934040,393561,393582.10999,393473,393518.29,8.33759102,5
1549934100,393535.74,393570.09,393501,393516,6.64,5
1549934160,393549.00001,393566.39,393430,393472.74,35.661605,5
1549934220,393437.74,393469.35,393169.35,393279.51,28.04973906,5
